Tweet Created At,Tweet ID,Tweet ID String,Tweet Text,Tweet Coordinates,Tweet Quote Count,Tweet Reply Count,Tweet Retweet Count,Tweet Favorite Count,Tweet Language,User ID,User ID String,User Name,User Screen Name,User Location,User Description,User Followers Count,User Friends Count,User Listed Count,User Favorites Count,User Statuses Count,User Account Created At,User Verified
Wed Sep 20 19:18:00 +0000 2017,910583843026898944,910583843026898944,"RT @SEDENAmx: Tropas de la 24/a. Z.M. (Cuernavaca, Mor.) realizan la búsqueda de personas atrapadas #Sismo #Morelos #Jojutla en a… ",,0,0,0,0,es,563763673,563763673,Janisia,_Karou__,"Tampico, México ",*Soñadora *Una simple mortal *A cien años luz de ser perfecta! ♥ #ERAM #SinDañosATerceros #FamiliaArjonaMexico,480,551,1,1474,17364,Thu Apr 26 14:21:12 +0000 2012,False
Tue Sep 26 04:52:45 +0000 2017,912540422915760128,912540422915760128,Red de apoyo psicológico para los estados de #Morelos y #Oaxaca #FuerzaMexico https://t.co/dywPF1dlm7,,0,0,0,0,es,276325982,276325982,La Ñoña,DeniVzkz,En la luna o en las estrellas,"De vez en cuando escribo, de vez en cuando pinto. Psicóloga, Ansiosa, Solitaria y en Terapia :) No me peino, odio el frío y ya me dieron ganas de también :)",338,536,5,1225,17381,Sun Apr 03 03:56:55 +0000 2011,False
Mon Sep 25 16:05:30 +0000 2017,912347338152198144,912347338152198144,"RT @alexis_puebla: Comparto la #Columna de @JuanCLastiri ""Solidaridad"" | https://t.co/LO2WYkGwzI, vía @elsoldepuebla1 #FuerzaMéxico… ",,0,0,0,0,es,881757129153150977,881757129153150977,Erick Flores,Erick_fls29,"Monterrey, Nuevo León",Ojala la vida me 7 vidas,0,43,0,410,370,Mon Jul 03 06:10:56 +0000 2017,False
Mon Sep 25 00:03:40 +0000 2017,912105284851572737,912105284851572737,RT @JayAndrade7: ¿Y si también ayudamos un poco a este superhéroe? Su tarjeta es: 4766 8405 4315 6298 🇲🇽 #InfoReal #FuerzaMéxico https://t.…,,0,0,0,0,es,114866887,114866887,EmilyRoxxx,Roxxxxxx,Mexico City,,848,1920,13,1294,27977,Tue Feb 16 21:29:39 +0000 2010,False
Sun Sep 24 17:27:21 +0000 2017,912005548505042944,912005548505042944,#Repost @poncecarlos1 #Mexico #PuertoRico #RepublicaDominicana #TodosUnidos en Santa Cruz De… https://t.co/kAti1CQws7,"{'type': 'Point', 'coordinates': [-76.65, -12.6333]}",0,0,0,0,es,854003793805135872,854003793805135872,Saby,MariaSa94096423,"Santa Cruz de Flores, Peru",Fé 🙏 Música 🎵 Playa 🐬  Iluminada 🙇  Angeles 👼Siempre OCUPADISIMA🏃😜,25,95,0,1568,1114,Mon Apr 17 16:09:05 +0000 2017,False
Sun Sep 24 05:41:09 +0000 2017,911827827464400896,911827827464400896,RT @JapanEmb_Mexico: Caluroso aplauso al Equipo Japonés de Auxilio para Desastres ( 23 de septiembre de 2017) #FuerzaMéxico… ,,0,0,0,0,es,457989394,457989394,Bibian_2423,kentyasu,,Game & Hip Hop 大好き & 自閉症の息子を持つ父親 & 左寄りの人間、マスゴミは嫌いなんで、批判、つまらんこと下ネタも言います。ネトウヨの最下層。愛媛県松山市在住。,166,239,4,1365,7248,Sun Jan 08 01:59:46 +0000 2012,False
Sun Sep 24 10:35:22 +0000 2017,911901869512916992,911901869512916992,RT @aperezLM2016: Comentan que esto pasó en España.  Increíble!! 🤗 🇲🇽🇲🇽 #FuerzaMexico #FuerteMéxico https://t.co/Luw20MB2E9,,0,0,0,0,es,178066691,178066691,Pensador mexicano,theruben1974,"Toluca, México","CHIVAS, MÉXICO 🇲🇽 LIBRE Y DE GENTE PENSANTE. YOGA, MEDITACIÓN, AUTO REALIZACIÓN, TECNOLOGÍA, UFO, MEDICINA, ONCOLOGÍA.",614,1929,12,18410,7148,Fri Aug 13 19:50:33 +0000 2010,False
Fri Sep 29 21:41:12 +0000 2017,913881371285901312,913881371285901312,"RT @JimenezLandin: 🔵#Atención 
Apoyo para encontrar a dueños de este perrito, y otros. Fueron encontrados después del #Sismo19S Están… ",,0,0,0,0,es,3091680769,3091680769,Beatriz Caballero V,betycabcab,México D.F.,"Me encanta la naturaleza, cocinar, la repostería y manualidades. Felizmente casada con un hombre increíble. Amo a mi país y su gente trabajadora.",106,224,12,5323,16352,Tue Mar 17 00:47:32 +0000 2015,False
Mon Sep 25 07:21:22 +0000 2017,912215435675873280,912215435675873280,Jota Jota quiere aprender seguridad vial: cruzando la calle https://t.co/YuSC0vc4De #FelizFinDe y #FuerzaMéxico... https://t.co/HFLM4WRk34,,0,0,0,0,es,3313925555,3313925555,Videos-Infantiles.es,video_infantil,,"Página web que recopila los mejores vídeos infantiles que existen en la red completamente CLASIFICADOS por edades, temáticas,... de CALIDAD y EDUCACIONALES",2031,1175,60,770,33299,Mon Jun 08 21:21:35 +0000 2015,False
Sat Sep 30 09:57:19 +0000 2017,914066621102264320,914066621102264320,RT @Marama_Oficial: En unas horas partimos rumbo a México para brindar todo nuestro apoyo junto a la gente de @MiMaridoFamOf #FuerzaMexico…,,0,0,0,0,es,914066453309124608,914066453309124608,BUY FOLLO₩ERS :nru,ShallaShelli,,"Check the first twěět for the Iiŉk 

ref:gawbwmrt",0,0,0,0,207,Sat Sep 30 09:56:39 +0000 2017,False
Mon Sep 25 12:48:14 +0000 2017,912297694361784320,912297694361784320,"RT @HeffronDrive: Buenos días.
Mi corazón y mi mente está con #Mexico
I'm really hurting with this earthquake. Mexico City is like a second…",,0,0,0,0,es,443034731,443034731,MX,NefilimWithRush,Idris ,"nefilim ❤

parabatai: @K3KissMe",3266,2048,37,56446,101644,Wed Dec 21 18:52:43 +0000 2011,False
Fri Sep 22 01:57:00 +0000 2017,911046642534461440,911046642534461440,RT @sonymusicmexico: Los fandoms de Guadalajara también se unen. #FuerzaMéxico https://t.co/mjT5dYMPud,,0,0,0,0,es,857659896929558528,857659896929558528,Joelnaticas❤😍😍,roxanamarlenec3,MÈXICO,Apoyandolos desde MÈXICO!!,8,22,0,587,283,Thu Apr 27 18:17:08 +0000 2017,False
Mon Sep 25 02:04:17 +0000 2017,912135639017099266,912135639017099266,#AyudaCiudadana #FuerzaMexico https://t.co/4CtmxBCJ7u,,0,0,0,0,und,2922417278,2922417278,Zona Norte CDMX y ZM,zonanortecdmx,CDMX y ZM,"Lugares y sitios de interés para comer, divertirte, vida nocturna, cultura, geeks y promociones en la Zona Norte CDMX y ZM http://fb.me/zonanortecdmx",3383,2364,179,5578,65418,Mon Dec 08 06:52:53 +0000 2014,False
Tue Sep 26 01:24:20 +0000 2017,912487973161226241,912487973161226241,"RT @MyloBrizuela: Hoy no hay Batman, ni Spiderman, el único superhéroe de hoy es México.
#FuerzaMexico 🇲🇽 https://t.co/R5bdz3RMLD",,0,0,0,0,es,858091956924293121,858091956924293121,Felipe Outumuro,FOutumuro,,,0,26,0,157,155,Fri Apr 28 22:53:59 +0000 2017,False
Wed Sep 27 00:20:51 +0000 2017,912834384918695936,912834384918695936,RT @Reporte_Indigo: #19S Las heroínas que salieron de todos lados después del #sismo https://t.co/g7t836FVVy https://t.co/6pIeLRxMZM,,0,0,0,0,es,84656892,84656892,Luis Ruben Mtz.Oliva,luinuxs,"Xalapa, Veracruz, México","Scout de Corazón, orgulloso de ser mexicano, xalapeño y naolinqueño 😉, decepcionado del Gobierno de mi país 😞",100,241,1,159,331,Fri Oct 23 18:34:03 +0000 2009,False
Sun Sep 24 17:57:49 +0000 2017,912013215671894016,912013215671894016,"RT @andremarinpuig: Así el uniforme de Guillermo Ochoa, con mensaje a los mexicanos #FuerzaMexico https://t.co/2IF0eDxYno",,0,0,0,0,es,171248695,171248695,Ania Moon ♥,moonfutbolera,En un rincon de Mexico...,Catedrática. Comunicóloga.  I ❤ Arbitraje y Fútbol ⚽. Me encanta Viajar  y la Fotografía. Fui Jefa de Prensa  en equipos 1ra Div y Ascenso.,1417,930,25,360,58220,Mon Jul 26 22:41:54 +0000 2010,False
Mon Sep 25 00:13:04 +0000 2017,912107650451509248,912107650451509248,"RT @tvunam: #TVUNAMrecomienda 
¿Qué hacer en caso de #sismo si te encuentras en un edificio? 
#FuerzaMéxico https://t.co/KoZXOzzCbt",,0,0,0,0,es,2276033540,2276033540,Iván Garay,Karmasamoyed,"Iztapalapa, Distrito Federal",,0,12,0,3,6,Sat Jan 04 12:14:25 +0000 2014,False
Fri Sep 29 21:22:38 +0000 2017,913876698805997569,913876698805997569,RT @negritamachacas: #Mexico así las bajezas q no controla @ManceraMiguelMX  #IntentaExplicarlo #mm gran IMBÉCIL @mauriciotoledog #CDMX  ht…,,0,0,0,0,es,819066743406678021,819066743406678021,Gustavo Carbajal,Gust_krbjl,,Detective buscando chicas bellas 😎😎😎,11,7,0,0,1068,Wed Jan 11 06:21:43 +0000 2017,False
Sun Sep 24 15:10:31 +0000 2017,911971113269432321,911971113269432321,"RT @caracusmx: Frida, Eco y Evil son parte de los héroes de cuatro patas que sorprenden al mundo. via Sutzy World #FuerzaMexico… ",,0,0,0,0,es,4071226937,4071226937,Nasly Robles,Nasly_robles,Colombia,"Malumaniatica Y CNCOwner De 💜
Juan Luis👑Erick👑Richard🐒Joel🍟Chris🐼Zabdy🐼😍 Ellos Me Cambiaron La Vida💫💑 Los Amo🐒😍 🇨🇴 &🇨🇺
06-11-2015🙈💣05-05-2017",75,108,0,1195,12501,Thu Oct 29 23:41:39 +0000 2015,False
Mon Sep 25 21:23:30 +0000 2017,912427365434904576,912427365434904576,"RT @CanacopePuebla: Ante daños por #sismo, toma medidas de seguridad necesarias para tu comercio #SoyCANACOPE #FuerzaMéxico https://t.co/JL…",,0,0,0,0,es,826913640632741893,826913640632741893,Puebla Sigue,Puebla_Sigue,"Puebla, México",Sigue a cada momento la actividad de nuestro gobernador @TonyGali a través de esta cuenta.,1505,275,0,889,2659,Wed Feb 01 22:02:30 +0000 2017,False
Wed Sep 27 06:35:38 +0000 2017,912928702232633344,912928702232633344,RT @JapanEmb_Mexico: Foto del perro rescatado (a las 15hs del 24 de septiembre de 2017) #FuerzaMéxico #LazosJaponMexico https://t.co/tukEVQ…,,0,0,0,0,es,726571111542976512,726571111542976512,ジョニー,dragon_f14,Japan,こんにちは　趣味はデジイチカメラとミリタリー系の事　ＰＣ、音楽、ギター、ファッション、エアーバンドリスニング、フライトシミュレーター、天体観測。海に行く、アニメも好きだよ　野球はカープ！結構多趣味で自然も好きです。ＲＴ多いです、無言フォロー失礼します。,946,928,96,28092,51927,Sun May 01 00:37:06 +0000 2016,False
Mon Sep 25 13:27:46 +0000 2017,912307643255050240,912307643255050240,RT @JapanEmb_Mexico: El equipo japonés rescató a un perro! (a las 15hs del 24 de septiembre de 2017)  #FuerzaMéxico #LazosJaponMexico https…,,0,0,0,0,es,2167123344,2167123344,Jenny Eldá Pinilla R,JennyEldPinilla,"Panama, Republica de Panama",jenny.pinilla18@gmail.com,39,217,1,692,2851,Thu Oct 31 19:24:02 +0000 2013,False
Sun Sep 24 14:35:07 +0000 2017,911962204571873281,911962204571873281,"RT @VIRAL_MX: Pablo de @VIRAL_JAL se suma a la ayuda en CDMX. 
Somos #JuventudesEnAcción #FuerzaMéxico #MéxicoUnido #YoSoyViral https://t.c…",,0,0,0,0,es,775437578983976960,775437578983976960,abraham zuniga,abrahamzuniga1,México.D.F.,,1451,2473,242,165538,195939,Mon Sep 12 20:55:00 +0000 2016,False
Sun Sep 24 20:01:10 +0000 2017,912044257720053761,912044257720053761,"RT @AnaRent: ¿Dónde se necesitan botitas para perritos? FAVOR DE DIFUNDIR... 

#PerrosRescatistas #México #CDMX #AyudaCDMX… ",,0,0,0,0,es,889963964653817856,889963964653817856,Miguel Ángel,marozov6,México,,0,0,0,80,28,Tue Jul 25 21:41:58 +0000 2017,False
Mon Sep 25 20:41:05 +0000 2017,912416690968907778,912416690968907778,RT @CCDmx: ¿Sabes de centros de acopio con excedentes o que estén por cerrar? Nosotros canalizamos lo que tengan. #FuerzaMéxico https://t.c…,,0,0,0,0,es,47415158,47415158,@VoiceOverActress🗣,JahelMorga,Ciudad de México,I voice stuff for LatAm 🎤Constance•TWINPEAKS Yuna•SAINTSEIYAOMEGA MonaLisa•TMNT San•MONONOKE Satsuki•TOTORO Sayaka•MAZINGERZ•Voz en Español de Vera Zimmermann,1291,1283,22,48286,18312,Mon Jun 15 19:11:09 +0000 2009,False
Tue Sep 26 04:39:44 +0000 2017,912537147160309760,912537147160309760,RT @RamonFdzS: El @PRI_Nacional propone 3 Acciones en favor de #Mexico con un ahorro Total de 19400 millones de Pesos! Aplicables… ,,0,0,0,0,es,4478353634,4478353634,irene albino,iren3ah,"Puebla, México",,15,46,0,128,321,Sun Dec 06 19:51:37 +0000 2015,False
Tue Sep 26 01:47:01 +0000 2017,912493681592193025,912493681592193025,"RT @cuaedunam: La UNAM abre un Centro de atención para personas afectadas por el #Sismo19S, comunícate: 4161.6041, 5622.2288, 5623… ",,0,0,0,0,es,820452944785133568,820452944785133568,mikol serbantes sabe,mikol_sabe,,habrá que hacer algunos arreglos,299,319,4,52943,11679,Sun Jan 15 02:10:00 +0000 2017,False
Tue Sep 19 18:20:08 +0000 2017,910206892533846016,910206892533846016,Atención #Mexico fuerte #sismo https://t.co/0kIuquNFuC #sismodetector https://t.co/VjgPLTZux4,,0,0,0,0,es,124161120,124161120,Bettina Galo Viegas,bettinagalo,URUGUAY,"Católica.Secretaria Dr. Enrique E.Tarigo Vice-Presidente de la.Rca 1985-1990; Senado del Uruguay, Lucho en PRO DE LA DIGNIDAD HUMANA, ANIMAL Y MEDIO AMBIENTE.",4411,4111,185,69259,224237,Thu Mar 18 13:12:38 +0000 2010,False
Mon Sep 25 16:15:44 +0000 2017,912349913433944064,912349913433944064,RT @Valejucanatica: Por cada RT o Like será un peso para la iniciativa #LoveArmyMexico #FuerzaMexico 🇲🇽❤️ @jucaviapri ayúdame dándole RT.,,0,0,0,0,es,3084849394,3084849394,ailu🐳,luzanaesthetic,nachoarmy • rotapansquad,tengo mas fandoms que vida social,2580,975,15,30593,34595,Tue Mar 10 20:38:22 +0000 2015,False
Thu Sep 21 03:12:02 +0000 2017,910703137421500416,910703137421500416,#Monterrey ayudemos a nuestros hermanos #AyudaMexico  #Yazaki  #FuerzaMéxico https://t.co/Ic51xU8tn3,,0,0,0,0,es,118446991,118446991,Eduardo,cemarqz,"Monterrey, Mexico",,195,1104,1,1783,8028,Sun Feb 28 18:34:30 +0000 2010,False
Thu Sep 28 19:56:02 +0000 2017,913492517345148928,913492517345148928,RT @lajornadaonline: Poco a poco hay más camas desocupadas en los albergues #SismosMéxico2017 #19S https://t.co/W40V1uHJP8 https://t.co/BvL…,,0,0,0,0,es,781543333541785600,781543333541785600,Berenice Lara,Bere_Lar,"Distrito Federal, México",Veterinaria/amo los animales/en especial los gatos :),34,46,0,3,846,Thu Sep 29 17:17:06 +0000 2016,False
Thu Sep 28 03:43:57 +0000 2017,913247884551659520,913247884551659520,RT @SEDENAmx: Los soldados de México trabajando hombro con hombro con la sociedad por nuestro país y su gente #FuerzaMéxico https://t.co/Bp…,,0,0,0,0,es,36738792,36738792,CMB 🇲🇽,cmoguelbres,,Arquitecto México RT's and follows are not endorsements.,271,617,11,8860,9282,Thu Apr 30 18:48:26 +0000 2009,False
Mon Sep 25 23:39:06 +0000 2017,912461490325786624,912461490325786624,"RT @hola_houston: Apoyo y palabras de aliento para México, desde Houston #FuerzaMexico #HolaHouston @HoustonDynamo https://t.co/kchUfQviXe",,0,0,0,0,es,967400714,967400714,Channel Plus America,PlusAmerica,"Miami, FL - USA","Marketing and strategic communications. Marketers, ready to win? Tweet in ENG & SP. Marketing, Social Media, Lifestyle, Tourism, Travel, Airlines, Destinations",12909,5686,215,2521,2060,Sat Nov 24 05:13:57 +0000 2012,False
Sun Sep 24 14:26:00 +0000 2017,911959910275010560,911959910275010560,"RT @difhgo: Gracias a Renault Pachuca, toda ayuda suma #HidalgoSolidario #FuerzaMéxico https://t.co/wlaCOn9sEz",,0,0,0,0,es,870336200388694016,870336200388694016,M. Tere Trujillo M.,MTereTrujilloM,,,15,28,0,5,2270,Thu Jun 01 17:48:15 +0000 2017,False
Fri Sep 29 07:01:10 +0000 2017,913659903629316096,913659903629316096,RT @EMSC: #Earthquake (#sismo) M2.7 strikes 22 km W of #Coyanosa (#Texas) 21 min ago. More info: https://t.co/kkcVTNw3oG,,0,0,0,0,en,899275228479709184,899275228479709184,Vito Corleone,ioVitoCorleone,"Sicily, Italy","Io Padrino Don Vito Corleone!. Io (Dio, Allah, Budda) (!). Insta: vc.vitocorleone  Mail: vc.vitocorleone@outlook.com",27,1534,1,146,5195,Sun Aug 20 14:21:37 +0000 2017,False
Sun Sep 24 03:38:06 +0000 2017,911796860917997568,911796860917997568,RT @RPalomeque_: Esto es MÉXICO 🇲🇽❤️ #FuerzaMexico #FuerteMéxico #Sismo https://t.co/Nvpz5aJ64D,,0,0,0,0,es,1700589325,1700589325,Diego Gutiérrez,DiegoGuti78,Guadalajara Mexico,"Economía,Mercadotecnia,Relaciones Públicas... Sólo unos de mis temas de interés siempre pensando el presente sin caer en la monotonía alegre,divertido,fiestero.",548,760,30,10890,10137,Mon Aug 26 00:56:32 +0000 2013,False
Wed Sep 27 03:11:18 +0000 2017,912877280048877568,912877280048877568,"RT @andreaskorinov: #Mexico #terremoto  7.1 escala Richter 
https://t.co/Cvw9U5X5eU",,0,0,0,0,und,242709900,242709900,paulo andrade,azpandrade,brasil,h,107,80,2,6713,5159,Tue Jan 25 12:16:50 +0000 2011,False
Thu Sep 21 21:41:10 +0000 2017,910982259947081728,910982259947081728,RT @britneyspears: Sending my love to Mexico ❤️🇲🇽 #PrayForMexico #FuerzaMexico https://t.co/m0oYhRj4pp,,0,0,0,0,en,894262543866265600,894262543866265600,Aletha Mac,macchionealetha,"Boston, England",,1817,3838,1,115,508,Sun Aug 06 18:22:59 +0000 2017,False
Sun Sep 24 13:24:03 +0000 2017,911944320025993216,911944320025993216,"RT @caritasmexicana: DIF desvía víveres que iban al seminario de Cantetelco, en Morelos

FAVOR DE DIFUNDIR

#FuerzaMexico #HoyTengoFe https…",,0,0,0,0,es,150373609,150373609,Nazario Reyes,nazario_reyes,"Durango, Dgo","Crecí libre e independiente, la filosofía libero mi mente, Xto me libró de la muerte y el derecho de la ignorancia. Soy libre y me gusta serlo.",78,32,0,93,586,Mon May 31 19:38:34 +0000 2010,False
Wed Sep 20 09:44:00 +0000 2017,910439391184564226,910439391184564226,Evitemos difundir la “estupidez” de un “mega” #Sismo  pronosticado por la #ONU  #México #RT https://t.co/BAh9MVJUe1,,0,0,0,0,es,65365521,65365521,Ale  Olvera,ALEOLVERA007,"Querétaro Arteaga, México","Laico, demócrata y liberal. Columnista de diversos medios,cronista de sucesos , ácido e irónico email:aleolvera.opinion@gmail.com #LaCrudaVerdad #Querétaro",7095,3231,45,15389,43648,Thu Aug 13 13:47:01 +0000 2009,False
Fri Sep 29 14:53:26 +0000 2017,913778753414811649,913778753414811649,"RT @plataforma_i: Ceremonias en honor a los alumnos del @Tec_CCM fallecidos durante el 19S #FuerzaMéxico #Plataformai #UnSoloTec 📷👈
https:/…",,0,0,0,0,es,1918573794,1918573794,Zeina Ashira,AndyMtzAyala,Ecatepec,,39,237,0,150,451,Mon Sep 30 01:32:26 +0000 2013,False
Thu Sep 21 19:23:03 +0000 2017,910947501770989568,910947501770989568,@kmiret  #AyudaMexico https://t.co/jhsob2EgHx,,0,0,0,0,und,3611866280,3611866280,Chef_MilyDelgado,MilyDelgado5,México,"chef profesional,  travel, food, love, life, music, tapatia, , fan @LaMarthaOrtiz , @chef_Oropeza , @dulcepatriamx, @GGBeristain",556,1922,6,3420,7018,Sat Sep 19 03:37:57 +0000 2015,False
Wed Sep 27 20:20:46 +0000 2017,913136353826787328,913136353826787328,"RT @christiancha: El primer paso no te lleva a donde quieres ir, pero te saca de donde estás. #FuerzaMexico 🇲🇽",,0,0,0,0,es,299647354,299647354,Mia,Dudu_Souza3,,"1.7, Libra. Cover da Anahi nas horas vagas ✨",864,652,6,5971,21402,Mon May 16 13:18:55 +0000 2011,False
Tue Sep 26 05:00:01 +0000 2017,912542251632402432,912542251632402432,Vía @Gusgux: Cuando ayudas un mexicano ayudas a #México. #FuerzaMexico https://t.co/cZ6x0BMqtp,,0,0,0,0,es,110332354,110332354,Webcams de México,webcamsdemexico,México,"México En Vivo. Hermosas ciudades, playas y pueblos mexicanos en tiempo real. Posibilidad de conocer el estado del tiempo al instante vía webcam.",803339,2029,2533,32752,188914,Mon Feb 01 05:04:17 +0000 2010,False
Thu Sep 21 03:48:08 +0000 2017,910712222275403777,910712222275403777,"INFÓRMATE‼️⚠️
⚠️DIFUNDAN⚠️ RT
#Sismo #Sismomexico2017 
@PresidenciaMX @gobmx @PcSegob https://t.co/xSqfnnXTL0",,0,0,0,0,es,1967615838,1967615838,D A N Y 🌵,DaniZaez,,"Pocos pero no tan pocos años y contando, mexicanisima. 🌵🌻🌈🇲🇽 LO QUE HAGAS DEL CORAZÓN PAL CIELO.",2431,526,7,33898,43313,Thu Oct 17 21:53:55 +0000 2013,False
Wed Sep 20 15:03:01 +0000 2017,910519674340769792,910519674340769792,Join us in #praying for those affected by the #earthquake in #Mexico #pray @OurPrayer @guideposts #MexicoCity… https://t.co/HVXPJTwtUZ,,0,0,0,0,en,20443657,20443657,OurPrayer,OurPrayer,"Danbury, CT","OurPrayer, a service of Guideposts, is a Christ centered ministry that believes in the power of prayer. Be part of our praying community https://t.co/ELjMJl0WNS",5588,2225,142,7283,12016,Mon Feb 09 15:56:00 +0000 2009,False
Sun Sep 24 06:54:37 +0000 2017,911846315922984960,911846315922984960,"RT @Rayados: Un merecido reconocimiento a nuestros Voluntarios, que pusieron todo su esfuerzo y corazón para #FuerzaMéxico 🇲🇽… ",,0,0,0,0,es,237414317,237414317,Gerardo Rojas,Gerardo_Reds,"Monterrey N.L., México ",Estudiante de Arquitectura - Amante de la Música.,369,1009,3,3396,13626,Wed Jan 12 19:59:25 +0000 2011,False
Fri Sep 22 12:00:30 +0000 2017,911198518265618432,911198518265618432,"RT @Foro_TV: 'Titán', el perro rescatista que estuvo a punto del shock tras más de 40 horas de trabajo #FuerzaMéxico… ",,0,0,0,0,es,801700944006123524,801700944006123524,Antonio,Antonio132724,"Tierra Blanca, Veracruz de Ign",Serviazgo en acción día a día...,30,346,0,99,5104,Thu Nov 24 08:16:14 +0000 2016,False
Sun Oct 01 00:26:38 +0000 2017,914285391804497920,914285391804497920,RT @Weradelafuente_: Ellos NO SON MÉXICO  //  Esto es MÉXICO. #19S #FuerzaMéxico https://t.co/GRwt7VUOaM,,0,0,0,0,es,2430156122,2430156122,MARCO ANTONIO MUÑOZ,ma_munozteran,,,3,32,0,4,34,Sun Apr 06 08:53:43 +0000 2014,False
Thu Sep 28 04:52:10 +0000 2017,913265051854807041,913265051854807041,"RT @SRE_mx: ¡Panamá, muchas gracias! #FuerzaMéxico https://t.co/VLCAxKn7Fi",,0,0,0,0,es,134985143,134985143,Nohemi Melgoza,NohemiMelgoza,México,Madre de dos personas super especiales: Jorgito de 13 años (no verbal con autismo severo) y Joaquin de 16 años (Asperger),2447,3883,100,27900,32169,Tue Apr 20 01:12:54 +0000 2010,False
Mon Sep 25 21:07:05 +0000 2017,912423234074681345,912423234074681345,"RT @AristotelesSD: Hoy más que nunca eliminar dinero a partidos tiene pleno sentido: reconstruir 🇲🇽, vibrar con la sociedad,  #FuerzaMéxico…",,0,0,0,0,es,801846740307546112,801846740307546112,Manuela Esquer,manuela_esquer,"Guadalajara, Jalisco","El intelecto solo puede pensar o analizar el placer, pero no puede sentirlo.",26,93,0,727,2084,Thu Nov 24 17:55:35 +0000 2016,False
Wed Sep 20 21:45:00 +0000 2017,910620836763017216,910620836763017216,"Reporta @MrMarcoFutbol que este can se llama Frida, y ha ayudado a encontrar a 52 personas. #FuerzaMexico https://t.co/T5p4TdBNNO",,0,0,0,0,es,299693451,299693451,TVN Noticias,tvnnoticias,Panamá,Somos un equipo que trabaja día a día para mantenerte informado del último acontecer en Panamá y el mundo.,662877,1446,1528,14274,476374,Mon May 16 14:51:19 +0000 2011,True
Wed Sep 20 05:15:00 +0000 2017,910371695114014720,910371695114014720,"RT @_Valeria_G_: Se solicita llevar mangueras al colegio #Rebsamen para enviar oxígeno a los niños que aún siguen con vida.
#Ayuda #Sismo #…",,0,0,0,0,es,2184968462,2184968462,enrique,enrique24479391,mexico df,,58,511,2,362,965,Sat Nov 09 20:07:53 +0000 2013,False
Sun Sep 24 05:15:10 +0000 2017,911821288527794176,911821288527794176,Cómo preparar el arroz Yakimeshi https://t.co/1JOoq3R2to #FuerzaMéxico #FuerzaPuertoRico,,0,0,0,0,es,837232628550021121,837232628550021121,Vídeo Recetas Cocina,VideosyRecetas,World,Twitter oficial de web https://VIDEOS-COCINA.com en el que recopilamos las mejores VÍDEO-RECETAS que actualmente existen de gran variedad de platos y cocinas.,579,697,5,148,17025,Thu Mar 02 09:26:28 +0000 2017,False
Fri Sep 22 14:21:01 +0000 2017,911233880434323456,911233880434323456,"RT @AminSarur: No se olviden de Evil, es compañero de la famosa Frida, también ayudó en los 50 rescates #MexicoUnido… ",,0,0,0,0,es,312240633,312240633,J F T,chuchot1957,Ciudad de México,,495,402,9,709,12083,Mon Jun 06 20:12:54 +0000 2011,False
Wed Sep 20 07:44:01 +0000 2017,910409196411150337,910409196411150337,RT @calleypochemty: Lo que se necesita para rescatar a los niños del colegio Rebsamen #FuerzaMexico https://t.co/vDGnz4xq5X,,0,0,0,0,es,365319198,365319198,ASTRA S7,ASTRA_S7,,"Soy alegre,bromista,me gusta hacer amigos,divertirme,conocer lugares, responsable y respetuoso, y mas que nada estoy agradecido con dios...VIVA LA VIDA!!!",191,305,7,16846,9134,Wed Aug 31 07:06:00 +0000 2011,False
Sat Sep 30 01:55:28 +0000 2017,913945359570829312,913945359570829312,@cgtnenespanol @hekglez #China ERES GRANDE!!! Gracias DLB por ayudar a #MEX en tragedia de #Sismo. Una 🌟 de Potencia Mundial.,,0,0,0,0,es,190546153,190546153,Cruz Enedel,CruzEnede,México,Que la vida en #MEX pueda ser digna para su PUEBLO. Uno aprende a conocer...a entender.. la realidad conjunta a mi pensar el cual NO ME EQUIVOCA..Algo anda mal.,206,628,1,1113,1064,Tue Sep 14 06:17:33 +0000 2010,False
Fri Sep 29 18:45:00 +0000 2017,913837029070213120,913837029070213120,"Damnificados del #Sismo del #19SMX marcharán a las 15:00 horas del Ángel de la Independencia a la @SEGOB_mx, para e… https://t.co/XWVASqWNEW",,0,0,0,0,es,38277042,38277042,Siempre 88.9 FM,Siempre889,Ciudad de México,Tráfico y clima cada 15 minutos.  Escúchanos en http://88.9cdmx.siempre889.mx,200588,124,2432,406,233841,Wed May 06 21:09:11 +0000 2009,False
Mon Sep 25 12:56:12 +0000 2017,912299699247476736,912299699247476736,A mi tambien!!! Mi reconocimiento a todos los soldados que han ayudado a tanta gente. Gracias!!! #FuerzaMexico… https://t.co/9cExtNrJ4a,,0,0,0,0,es,103962660,103962660,CynthiaBasultoMejia,CynthiaBasultoM,"Toronto, Ontario","Mexican journalist in Canada. I'm interested in politics, immigration, human rights. I love to tell stories.",1021,1340,16,809,1262,Mon Jan 11 20:36:57 +0000 2010,False
Thu Sep 21 01:53:04 +0000 2017,910683264788172800,910683264788172800,"RT @patriotsespanol: #FuerzaMexico, estamos contigo. https://t.co/mb6yUEBvon",,0,0,0,0,es,151921533,151921533,Jorge Perez-Navarro,jpereznavarro,"Miami, FL, USA","Relator, columnista y orgulloso padre de Sebastián. En Facebook http://Facebook.com/Jpereznavarro",59661,510,292,135,16301,Fri Jun 04 15:55:30 +0000 2010,True
